Title,Transcription
,"Yomg'ir yog'ib ko'l bo'ldi yorim
Sog'inch to'la yil bo'ldi zolim
Tunlar yonib og'ridi jonim
Meni qalbim zor bo'ldi borim Yuzlarim kipriklarda sochlarimda qol
Sensiz hayotimga kelmaydi bahor
Dardlarim yashirib chekkanimda ozor
Sen qaytmasang kutganim bekor Yomg'ir yog'ib ko'l bo'ldi yorim
Sog'inch to'la yil bo'ldi zolim
Tunlar yonib og'ridi jonim
Meni qalbim zor bo'ldi borim Tomchi bo'lib to'kildi yoshim pinhona
Kelib bo'larmisan menga parvona
Kuttirib yo'llaringda meni mastona
Ishqimiz sevgi olamida afsona Yomg'ir yog'ib ko'l bo'ldi yorim
Sog'inch to'la yil bo'ldi zolim
Tunlar yonib og'ridi jonim
Meni qalbim zor bo'ldi borim "
,"Ket
Yuragimni oʻzing bilan olib ket
Mening ushalmagan baxtim boʻlib ket
Mayli qolsin yolgʻiz vujudim
Seni deb urar yuragim olib ket Gohi atrof menga goʻyo dushman
Gohi sahroda qanotsiz qushman
Izlab sevgisin yoʻqotgan oʻtmishman
Goʻyo bir tushman
Yigʻlar orzularim yomgʻir boʻlib boʻzlar
Tuygʻular seni qidirib bilmay
Sen ketarsan qalbim soʻndirib
Armonim boʻlib Mayli ket
Yuragimni oʻzing bilan olib ket
Mening ushalmagan baxtim boʻlib ket
Mayli qolsin yolgʻiz vujudim
Seni deb urar yuragim olib ket Ilgaridagiday sensiz charaqlamas quyosh
Koʻrmaganimni koʻradi shekilli yosh bosh
Yoʻllarimda gʻarib dardu gʻam alam yoʻldosh
Hozirchi nochora men yengildim berib bardosh Xatolarimni yuvadi koʻzimdan oqqan yosh
Sen eding sirdosh, men esa beyor, bebosh
Umidimni uzgim kelmas qalbimga berib ozor
Birga oʻtkazgan kunlarimni qaytargim bor Ket
Qayt, qayt
Yuragimni oʻzing bilan olib ket
Ilgaridagiday sensiz charaqlamas quyosh
Mening ushalmagan baxtim boʻlib ket
Sen eding sirdosh, men esa bebosh
Mayli qolsin yolgʻiz vujudim
Seni deb urar yuragim olib ket
Birga oʻtkazgan kunlarimni qaytargim bor
Olib ket "
,"Yurak, yana yurak seni sogʻinar, seni sogʻinar
Armon, yana armon u yurakni qiynar, yana qiynar
Nega tuygʻular, nega orzular
Sensiz yolgʻiz xazonda qolar? Sogʻinch, azoblar
Yurak seni eslar, yana eslar, seni izlar
Sogʻinchimga koʻnmay
Yolgʻiz seni tinmay, seni soʻrar  Yana baxt, yana dart kunlarimga qaygʻu yonma yon,
Sogʻinar, ovunar, unutolmay seni hech qachon
Tunu kun u seni oʻylab, orzudan u seni soʻrab
Qalbimda seni deb urar  Yurak yurak, ojiz qalbimga oʻzing kerak
Armon armon, sogʻinchimga yoʻqdir darmon
Toʻkilgan xazonlardan, olis bu osmonlardan
Ayt seni qaydan izlay Sogʻinch, azoblar
Yurak seni eslar, yana eslar, seni izlar
Sogʻinchimga koʻnmay
Yolgʻiz seni tinmay, seni soʻrar  Yurak, yana yurak seni sogʻinar, seni sogʻinar
Armon, yana armon u yurakni qiynar, yana qiynar
Nega tuygʻular, nega orzular
Sensiz yolgʻiz xazonda qolar? "
,"Nohaq azoblardan qiynaldi jonim
Ko'klarga tutashdi ohu fig'onim
Qoramtir bulutlar zoru ahvolim
Muncha arzon bo'lding arzanda jonim... Boshimga ish tushsa toshlar otishdi
Ishongan do'stlarim eshik yopishdi
Qayoqlarda qolding do'stu nolonim
Muncha arzon bo'lding arzanda jonim... Yorimga ayladim jonimni fidoo
Nogoh kelib dedi xayr alvido
Bevaqt hazon bo'lgan abru naysonim
Muncha arzon bo'lding arzanda jonim... Yorimga ayladim jonimni fidoo
Nogoh kelib dedi xayr alvido
Bevaqt hazon bo'lgan abru naysonim
Muncha arzon bo'lding arzanda jonim... Hamma o'zi bilan o'zi ovvora
Nokaslar qo'lida ishonchli chora
Bir umr qo'msagan mehrga zorim
Muncha arzon bo'lding arzanda jonim... Endi kutmagayman hech kimdan shavqat
Ollohim o'zingdan so'rayman faqat
Umidvor bo'lmasin chashmi giryonim
Muncha arzon bo'lding arzanda jonim... Yorimga ayladim jonimni fidoo
Nogoh kelib dedi xayr alvido
Bevaqt hazon bo'lgan abru naysonim
Muncha arzon bo'lding arzanda jonim... Yorimga ayladim jonimni fidoo
Nogoh kelib dedi xayr alvido
Bevaqt hazon bo'lgan abru naysonim
Muncha arzon bo'lding arzanda jonim... Yorimga ayladim jonimni fidoo
Nogoh kelib dedi xayr alvido
Bevaqt hazon bo'lgan abru naysonim
Muncha arzon bo'lding arzanda jonim... Yorimga ayladim jonimni fidoo
Nogoh kelib dedi xayr alvido
Bevaqt hazon bo'lgan abru naysonim
Muncha arzon bo'lding arzanda jonim... "
,"[Nilufar Usmonova]
Kerak emas osmondagi oy,
Yetar bizga yerdagi chiroy,
Oy shuʼlasi ogʻushidaykan-ey,
Men sen bilan qirolichaman. [Yulduz Usmonova]
Agar dunyoni suv olsa ham,
Osmonini tashlasalar ham,
Bilsin elakda elaganlar-ey,
Men sen bilan qirolichaman. [Yulduz Usmonova va Nilufar Usmonova]
Olamda yolgʻizim, unutma bir soʻzim,
Sening-la men faqat qirolichaman.
La-la-lay, lay-la-lay, la-la-lay, lay-la-lay,
La-la-lay, lay-la-lay, qirolichaman. [Nilufar Usmonova]
Yaqinlarim tushunmasalar,
Meni gunohkor deb bilsalar,
Oz boʻlsa ham baxtli boʻloyin-ey,
Men sen bilan qirolichaman. [Yulduz Usmonova]
Mayli meni oʻtga tashlasang,
Devona-yu Mashrab deb bilsang,
Oh, bilib menga xiyonat qilsang-ey,
Senga uvol qirolichaman. [Yulduz Usmonova va Nilufar Usmonova]
Sevgila bu qalbim, yosh toʻla koʻzlarim,
Sen bilan dunyoda qirolichaman.
Olamda yolgʻizim, unutma bir soʻzim:
Sen bilan, hayotim, qirolichaman. La-la-lay, lay-la-lay, la-la-lay, lay-la-lay,
La-la-lay, lay-la-lay, qirolichaman. (x2)
La-la-lay, lay-la-lay, qirolichaman… "
,"Oy yuzidan nur yog‘di sim, sim...
Yur, muhabbat, ketdik bu yerdan!
Shirin tushlar ko‘rsin sevgilim,
Yur, muhabbat, ketdik bu yerdan! Biz ketsak, yer kengayib qolar,
Osmon ham sal enkayib qolar,
Bir qora ko‘z jilmayib qolar,
Yur, muhabbat, ketdik bu yerdan! Na qildim, ey, yuzlari zebo,
Aybim ne? – deb so‘rama aslo,
Bu dunyo shundayin bevafo,
Yur,  ketdik!.. Sen dilimda yashnagan gulsan,
Biz birgamiz, qayda yashasak!
Nimagadur sizga yoqmasak...
Yur, muhabbat, ketdik, bu yerdan! Biz ketsak, yer kengayib qolar,
Osmon ham sal enkayib qolar,
Bir qora ko‘z jilmayib qolar,
Yur, muhabbat, ketdik bu yerdan! Na qildim, ey, yuzlari zebo,
Aybim ne? – deb so‘rama aslo,
Bu dunyo shundayin bevafo,
Yur, muhabbat, ketdik bu yerdan! Na qildim, ey, yuzlari zebo,
Aybim ne? – deb so‘rama aslo,
Bu dunyo shundayin bevafo,
Yur, ketdik!
Yur, ketdik!
Yur, ketdik! "
,"Ғурбатда ғариб шодумон бўлмас эмуш,
Эл анга шафиқу меҳрибон бўлмас эмуш,
Олтин қафас ичра гар қизил гул битса,
Булбулға тикандек ошиён бўлмас эмуш. "
,"Sogʻinchim - oʻzing, jonim, bilasanmu?
Mehrim senda, jonim, sezasanmu?
Seni koʻrgim keladi,
Dunyoda yakka oʻzimniki degim keladi.  Toʻrt qadam qoladi yetishga senga.
Toʻrt qadam qoladi yetishga menga,
Lekin chekinamiz nega orqaga?
Qoʻrqamizmi baxtli boʻlishga?  Nega ishonmayman oʻzimga,
Nega ishonmaysan oʻzingga?
Axir, balki, bu taqdir,
Taqdir balki bu, axir.  Koʻz yoshlarim tomadi tim-tim,
Qalbim eziladi, sen boʻlmasang kim,
Kim senchalar sevadi meni,
Kim menchalar asraydi seni? Unutishga intildim seni, jonim,
Unutishga intilding meni, zorim.
Maʼno bormi, qalbimiz vayron axir,
Ayriliq azobi qanchalik ogʻir. Nega ishonmayman oʻzimga,
Nega ishonmaysan oʻzingga?
Axir, balki, bu taqdir,
Taqdir balki bu, axir.  Koʻz yoshlarim tomadi tim-tim,
Qalbim eziladi, sen boʻlmasang kim,
Kim senchalar sevadi meni,
Kim menchalar asraydi seni?  Toʻrt qadam qoladi yetishga senga.
Toʻrt qadam qoladi yetishga menga,
Lekin chekinamiz nega orqaga?
Qoʻrqamizmi baxtli boʻlishga?  Nega ishonmayman oʻzimga,
Nega ishonmaysan oʻzingga?
Axir, balki, bu taqdir,
Taqdir balki bu, axir.  Koʻz yoshlarim tomadi tim-tim,
Qalbim eziladi, sen boʻlmasang kim,
Kim senchalar sevadi meni,
Kim menchalar asraydi seni? "
,"Qirmizi olma shirin boʻlarkan,
Yarim oy bir kun toʻlin boʻlarkan.
Toʻygacha sevgi – bu orzu-havas,
Haqiqiy sevgi keyin boʻlarkan. (x2) Talpinib unga tomon shoshasan,
Goh daryo kabi toʻlib-toshasan.
Har kim toleʼga bitgani bilan
Sevib-sevilib, baxtli yashasin. (x2) Qirmizi olma shirin boʻlarkan,
Yarim oy bir kun toʻlin boʻlarkan.
Toʻygacha sevgi – bu orzu-havas,
Haqiqiy sevgi keyin boʻlarkan. (x2) Uying koshona boʻlmasa mayli,
Sen Majnun boʻlgin, u esa Layli.
Koʻngillar baxtga, quvonchga toʻlsin,
Ikki dil topgan sevgi tufayli. Qirmizi olma shirin boʻlarkan,
Yarim oy bir kun toʻlin boʻlarkan.
Toʻygacha sevgi – bu orzu-havas,
Haqiqiy sevgi keyin boʻlarkan. (x2) "
,"Kelgin, gulim, erkalagin, bog‘ bo‘layin,
So‘zlaringdan shifo topib sog‘ bo‘layin. Go‘zaldursan barcha qoshi kamonlardan,
Jonim, seni asragayman yomonlardan.
Sadoqatda meningdayin oshig‘ingni
Topolmassan Andijonu Surxonlardan.
Kelgin, gulim, erkalagin, bog‘ bo‘layin,
So‘zlaringdan shifo topib sog‘ bo‘layin. Jon hovuchlab uzun-uzun kiprigingdan,
Bormoqdaman visolning qil ko‘prigidan.
Cho‘chimasman jabru jafo, azoblardan,
Qo‘rqadurman xaridoring ko‘pligidan.
Kelgin, gulim, erkalagin, bog‘ bo‘layin,
So‘zlaringdan shifo topib sog‘ bo‘layin. Qora qoshing qilich bo‘lib sabrim kesar,
Oydin yuzing to‘lin oyning yuzin to‘sar,
Har qarashing  qayta-qayta qul yod etgan
Ko‘nglim uyin bo‘ron kabi kelib buzar.
Kelgin, gulim, erkalagin, bog‘ bo‘layin,
So‘zlaringdan shifo topib sog‘ bo‘layin. "
,"Qaylardasan? Kimlar bilan?
Yomgʻirlardan soʻrayman seni…
Lekin.. netay? Javob yoʻq… Yoʻq! Yoʻq!..
Netay, sevgilim mening yoʻq, yoʻq, yoʻq!..
Meni unutdi! Lekin unutolmasman!
Qanday yashay? Qanday unutding?
Nega jimsan, ayt? Nega jimsan, ayt?
Menga ham oʻrgat! Qanday unutding?
Nega jimsan, ayt? Nega jimsan, ayt?
Menga ham oʻrgat! Menga ham oʻrgat! ..Bilmas edim, bir kun kelib,
Seni boylik olib ketar deb!
Unutilmas bu koʻzlaring!
Unutilmas qarashlaring!
Meni sogʻinchlar qamrab oldi! Kecha yomgʻir yogʻdi maydalab…
Esingdami, tanishgani yomgʻirlar boʻldi sabab.
Seni ilk bor koʻrganimda kiyimlaring hoʻl edi…
Bilmadim, negadir kayfiyating yoʻq edi.
Yoningga borib, soyabonimni berdim,
Ozgina boʻlsa ham, koʻnglingni ola bildim,
Hazil-huzullar bilan uyingga yetgan edik,
Iliq xayrlashib, uyimga ketgan edim. Meni sevishga oʻrgatding, ayt, netaman?
Hammasi yaxshi edi. Lekin – ketasan…
Aqlimga sigʻmayapti seni yoʻqotganim!
Aqlimga sigʻmayapti qanday sensiz yashashim!
Qandayin, ayt! Nahotki unutding!
Nahotki oramizdagi aloqalarni uzding!
Nimalarga berilding, kimlar bilan ovunding?
Menga ham oʻrgat! Qanday qilib..
Qanday unutding? Qanday unutding?
Nega jimsan, ayt! Nega jimsan, ayt!
Nega jimsan, ayt! Menga ham oʻrgat!
Menga ham oʻrgat! Menga ham oʻrgat!.. "
,"Yurgan bu yo‘lim,
Har bosgan qadamim
O‘z so‘zimga bo‘ysunmas.
Ko‘zlarimni ochib
Atrofimga boqsam,
Go‘yo hech narsa ko‘rinmas. Bilaman, men bugun
So‘nggi bor ko‘rish uchun
Sening oldingga boraman.
Ich-ichimdan yonib,
Umidlarga to‘lib
Ko‘zlaringga bir boqaman. Mana, bugun ayrilamiz, yengilamiz
Taqdirning bir sinoviga.
Negadir men so‘zlaringda, ko‘zlaringda
Afsuslar hech ko‘rmayapman. Tonglar uyg‘onsam ham,
Qayg‘uga botsam ham
Faqat seni sog‘inaman.
Sensan xayolimda,
Har o‘tar kunimda,
Bir seni o‘ylab yashayman. Bilaman, men bugun
So‘nggi bor ko‘rish uchun
Sening oldingga boraman.
Ich-ichimdan yonib,
Umidlarga to‘lib
Ko‘zlaringga bir boqaman. Mana, bugun ayrilamiz, yengilamiz
Taqdirning bir sinoviga.
Negadir men so‘zlaringda, ko‘zlaringda
Afsuslar hech ko‘rmayapman. Bilaman, men bugun
So‘nggi bor ko‘rish uchun
Sening oldingga boraman... "
,"Kunlarimda tong gulim oʻzing,
Keragim oʻzing, keragim oʻzing.
Diydoringda yonganim oʻzing,
Yonganim oʻzing, yonganim oʻzing. I love you, goʻzalim!
Seni deb uradi yuragim.
I love you, asalim!
Seni deb uradi yuragim. Tunlarimda oy gulim oʻzing,
Keragim oʻzing, hey, keragim oʻzing.
Hijronimda atirgul oʻzing,
Dardlarim oʻzing, hey, dardlarim oʻzing. I love you, goʻzalim!
Seni deb uradi yuragim.
I love you, asalim!
Seni deb uradi yuragim. I love you. "
,"Sen ketarsan, jonginam, sen ketarsan.
Olis yo‘llar seni chorlar, chorlar zamon.
Orzularing olamiga, yor, yetarsan.
Men qolarman ko‘zim giryon, dilda hijron.
Sen ketarsan, meni tashlab, sen ketarsan.
Goh ishon, goh ishonma deydi xayol.
Ammo o‘zing xayolingga keltirmaysan,
Hayotimsan, bormi sensiz menda majol,
Unutma meni, qaylarda chekma firoq,
Yaqindami yo yiroq,
Meni esla.
Unutma meni nur topgan chog‘ quyosh
Oqshomlar, berib bardosh,
Meni esla.
Unutma meni oshganda dolg‘on,
Yoqqanda dog‘i hijron,
Meni esla.
Kulib boq, sunib qol,
Baxtimiz topmay zavol.
Meni esla.
Sen ketarsan, ortingdan yetolmam sira,
Yurakkinam o‘tlarga tashlab ketarsan,
Diydoringga to‘ymadim, to‘ymadim zarra,
Boshginamni chulg‘agan xayol qadarsan.
Qo‘lib siltab qolaman, bag‘rim o‘rtanib,
Yulduz-yulduz ko‘zlarim boqar intizor,
Nigoh solsam, keng samo ketar to‘lg‘anib,
Talpinarman, jongtnam, vaslingga bedor. "
,"Qiynaladi oftobni kutib,
Yomg‘irlardan charchagan shahar.
Uxlab qolding, yig‘lab, qon yutib,
Ko‘ringanda ufqda sahar.                   Men taqdirdan hech nolamayman,
Gar almashdi shomga tongimni,
Olib keldi bu oqshom bilan
Uzoqlarda qolgan jonimni.      Yomg‘ir yog‘di mayda-maydalab,
Mayda-mayda bo‘ldi yuragim.
Tong otguncha qayta-qaytalab,
 “Sevasanmi?” - deya so‘radim.                    Sen hech narsa qilmading talab,
Ming o‘rgilding qoshu ko‘zimdan,
Sening qora sochlaring silab,
Shu tun kechdim xatto o‘zimdan.          Qiynaladi oftobni kutib,
Yomg‘irlardan charchagan shahar.
Sen ketasan qayga, qon yutib,
Meni qayga boshlaydi sahar? "
